Notes offered by Prospectus (https://www.lendingclub.com/info/prospectus.action)
"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_il_6m","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_il_6m","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount"
"","","4000","4000","4000"," 36 months"," 23.99%","156.92","E","E2","Machine Operator","< 1 year","MORTGAGE","33000","Source Verified","Mar-2017","Current","n","","","vacation","Vacation","372xx","TN","17.45","0","May-2007","1","","","7","0","1388","11.2%","19","f","3599.54","3599.54","773.94","773.94","400.46","373.48","0.0","0.0","0.0","Sep-2017","156.92","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","141638","1","2","3","6","8","17085","90","1","1","606","59","12400","6","1","5","9","20234","1492","35.1","0","0","118","100","4","4","3","4","","2","","0","2","4","2","2","11","4","5","4","7","0","0","0","6","100","0","0","0","156998","18473","2300","18917","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","35000","35000","35000"," 36 months"," 19.99%","1300.55","D","D4","Loan Officer","3 years","MORTGAGE","112000","Source Verified","Mar-2017","Late (31-120 days)","n","","","debt_consolidation","Debt consolidation","802xx","CO","24.44","0","Sep-1984","0","","","19","0","22680","71.1%","48","f","33553.03","33553.03","2523.36","2523.36","1446.97","1076.39","0.0","0.0","0.0","Jun-2017","1300.55","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","290634","2","6","2","4","6","72441","74","1","3","1692","73","31900","1","1","6","7","15297","6228","33.7","0","0","224","390","2","2","7","2","","1","","0","4","10","6","12","17","12","24","10","19","0","0","0","3","100","50","0","0","334860","95121","9400","98160","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","28000","28000","28000"," 36 months"," 18.99%","1026.23","D","D3","CEO","6 years","MORTGAGE","650000","Verified","Mar-2017","Fully Paid","n","","","home_improvement","Home improvement","928xx","CA","5.91","0","Mar-1999","2","","7","13","2","26259","24%","23","w","0.00","0.00","29588.20277917","29588.20","28000.00","1588.20","0.0","0.0","0.0","Jul-2017","27594.82","","Jul-2017","0","","1","INDIVIDUAL","","","","0","0","833367","4","3","1","1","2","53803","93","3","3","970","24","107550","0","0","6","7","64105","9630","3","0","0","216","210","0","0","6","0","","0","","0","5","7","7","7","7","7","11","4","13","","0","0","6","100","0","1","1","921596","57374","48150","57646","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","28000","28000","28000"," 60 months"," 13.49%","644.14","C","C2","Consultant","4 years","RENT","80000","Not Verified","Mar-2017","Current","n","","","car","Car financing","160xx","PA","19.59","0","Jun-2005","1","","","11","0","9511","37.7%","14","w","26321.16","26321.16","3178.73","3178.73","1678.84","1499.89","0.0","0.0","0.0","Sep-2017","644.14","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","30901","1","2","0","1","19","21390","57","2","3","5097","49","25200","0","0","2","4","3863","8496","45.2","0","0","91","141","1","1","0","14","","1","","0","2","6","4","5","4","9","10","6","11","0","0","0","2","100","0","0","0","62906","30901","15500","37706","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","8000","8000","8000"," 36 months"," 11.39%","263.39","B","B3","book keeper","10+ years","MORTGAGE","26500","Not Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","243xx","VA","29.08","0","Feb-2002","1","","","14","0","25522","64.3%","20","w","7044.75","7044.75","1306.83","1306.83","955.25","351.58","0.0","0.0","0.0","Sep-2017","263.39","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","90081","2","0","0","0","36","0","","2","2","5267","64","39700","1","0","1","2","6929","6639","75.2","0","0","123","181","3","3","3","3","","4","","0","6","7","8","9","4","12","13","7","14","0","0","0","2","100","62.5","0","0","134700","25522","26800","0","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","12000","12000","12000"," 60 months"," 23.99%","345.15","E","E2","College Assistant ","3 years","RENT","52000","Source Verified","Mar-2017","Default","n","","","major_purchase","Major purchase","103xx","NY","8.33","0","Feb-2012","0","","","8","0","10740","56.8%","9","w","11894.75","11894.75","313.16","313.16","105.25","207.91","0.0","0.0","0.0","May-2017","345.15","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","20189","0","2","0","0","29","9449","95","0","1","5401","70","18900","0","0","0","1","2524","6660","61.7","0","0","29","61","21","21","0","21","","","","0","3","3","4","4","2","6","7","3","8","0","0","0","0","100","50","0","0","28900","20189","17400","10000","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","2500","2500","2500"," 36 months"," 11.49%","82.43","B","B5","","n/a","MORTGAGE","48987.36","Not Verified","Mar-2017","Current","n","","","other","Other","113xx","NY","12.98","0","Nov-1987","0","","","8","0","17710","65.8%","34","w","2201.88","2201.88","408.96","408.96","298.12","110.84","0.0","0.0","0.0","Sep-2017","82.43","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","339685","0","0","0","0","108","0","","1","1","8830","66","26900","1","0","3","2","56614","170","98.1","0","0","154","320","12","7","3","43","","8","","0","1","3","2","16","4","7","26","3","8","0","0","0","2","100","100","0","0","351900","17710","9000","0","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","10000","10000","10000"," 36 months"," 12.74%","335.69","C","C1","Business Analyst","10+ years","RENT","48000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","900xx","CA","10.34","1","May-2005","2","17","","15","0","3211","37.3%","22","w","8827.75","8827.75","1653.68","1653.68","1172.25","481.43","0.0","0.0","0.0","Aug-2017","335.69","Oct-2017","Sep-2017","0","52","1","INDIVIDUAL","","","","0","1670","12915","4","4","0","0","29","9704","94","5","6","1284","68","8600","0","0","2","6","861","2580","47.3","0","0","34","142","0","0","0","0","54","2","17","3","4","8","5","6","4","11","18","8","15","0","0","0","5","81.8","0","0","0","18925","12915","4900","10325","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","10500","10500","10500"," 60 months"," 30.84%","345.15","G","G2","Lead Esthetician","< 1 year","RENT","45000","Source Verified","Mar-2017","Current","n","","","medical","Medical expenses","813xx","CO","17.25","0","Nov-2002","0","53","36","11","1","7061","56.5%","27","f","10018.15","10018.15","1900.0","1900.00","481.85","1418.15","0.0","0.0","0.0","Sep-2017","345.15","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","22148","2","2","2","3","7","15087","92","5","8","1564","77","12500","1","0","3","11","2215","260","92.4","0","0","141","172","5","5","0","8","","7","","0","3","6","4","8","10","9","17","6","11","0","0","0","7","95.2","100","1","0","28827","22148","3400","16327","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","15000","15000","15000"," 36 months","  6.99%","463.09","A","A2","Driver","3 years","MORTGAGE","80000","Not Verified","Mar-2017","Current","n","","","credit_card","Credit card refinancing","076xx","NJ","18.71","0","Jul-2011","0","","","5","0","1844","31.8%","14","f","13099.41","13099.41","2303.8","2303.80","1900.59","403.21","0.0","0.0","0.0","Sep-2017","463.09","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","58369","0","3","0","2","17","56525","72","0","1","1844","69","5800","0","0","0","3","11674","3956","31.8","0","0","26","68","19","17","0","19","","17","","0","1","1","2","10","3","2","11","1","5","0","0","0","0","100","0","0","0","84465","58369","5800","78665","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","25000","25000","25000"," 60 months"," 13.99%","581.58","C","C3","Executive Vice President","9 years","MORTGAGE","150000","Not Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","958xx","CA","10.16","1","Aug-1994","0","13","83","11","1","9898","50.8%","17","w","23515.17","23515.17","2869.04","2869.04","1484.83","1384.21","0.0","0.0","0.0","Sep-2017","581.58","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","427047","1","2","0","2","13","48401","72","1","2","3984","62","19500","0","3","1","5","38822","6002","62.3","0","0","46","271","2","2","2","2","13","11","13","0","5","5","5","7","4","8","11","5","11","0","0","0","2","94.1","60","1","0","454373","58299","15900","61318","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","10000","10000","10000"," 60 months"," 11.49%","219.88","B","B5","","n/a","RENT","38000","Verified","Mar-2017","Current","n","","","vacation","Vacation","480xx","MI","13.14","1","Mar-2001","0","12","","7","0","12845","31%","12","w","9367.35","9367.35","1086.63","1086.63","632.65","453.98","0.0","0.0","0.0","Sep-2017","219.88","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","20321","0","1","0","1","23","7476","71","0","0","5275","39","41400","2","4","0","1","2903","10815","49.5","0","0","136","192","67","23","0","67","12","23","12","0","4","5","5","6","4","6","8","5","7","0","0","0","0","91.7","60","0","0","51872","20321","21400","10472","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","4000","4000","4000"," 36 months"," 10.49%","130","B","B2","accounting staff","10+ years","RENT","43000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","928xx","CA","3.13","0","Nov-1995","1","","81","3","2","3085","26.4%","6","w","3516.48","3516.48","645.34","645.34","483.52","161.82","0.0","0.0","0.0","Sep-2017","130.0","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","59","3085","1","0","0","0","26","0","","1","1","1693","26","11700","0","1","1","1","1028","2726","52.2","0","0","142","256","3","3","0","46","","3","","0","2","3","2","2","2","3","4","3","3","0","0","0","1","100","0","2","0","11700","3085","5700","0","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","8475","8475","8475"," 36 months"," 11.39%","279.03","B","B3","EMT","1 year","RENT","45000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","907xx","CA","24.64","0","Nov-2006","1","","95","16","1","5951","34.6%","28","w","7463.03","7463.03","1384.42","1384.42","1011.97","372.45","0.0","0.0","0.0","Sep-2017","279.03","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","27118","1","4","2","3","5","21167","72","1","2","1610","58","17200","1","0","1","5","1808","1903","70.7","0","0","96","124","10","5","0","10","","5","","0","4","7","5","6","7","12","21","7","16","0","0","0","3","100","60","1","0","46767","27118","6500","29567","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","21000","21000","21000"," 60 months"," 13.99%","488.53","C","C3","Director of Housekeeping ","1 year","MORTGAGE","70000","Verified","Mar-2017","Fully Paid","n","","","debt_consolidation","Debt consolidation","027xx","MA","16.28","0","Mar-2001","1","47","","18","0","21535","31.5%","36","w","0.00","0.00","21716.8984601064","21716.90","21000.00","716.90","0.0","0.0","0.0","Jul-2017","20772.48","","Jun-2017","0","","1","INDIVIDUAL","","","","0","0","163848","1","1","0","1","22","8864","49","2","4","9719","35","68300","0","1","1","5","9103","35087","37.8","0","0","78","192","1","1","2","1","47","1","47","0","4","5","11","16","3","16","30","5","18","0","0","0","2","94.4","18.2","0","0","224300","30399","56400","18000","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","10000","10000","10000"," 36 months","  8.24%","314.48","B","B1","RN","10+ years","MORTGAGE","65000","Not Verified","Mar-2017","Current","n","","","home_improvement","Home improvement","280xx","NC","26.99","0","Mar-1999","0","47","81","11","2","23079","83.6%","22","w","8753.94","8753.94","1563.24","1563.24","1246.06","317.18","0.0","0.0","0.0","Sep-2017","314.48","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","30244","0","2","0","1","21","7165","31","0","0","5889","60","27600","0","0","0","1","2749","970","94.5","0","0","155","216","37","21","0","69","47","","47","0","5","9","5","7","7","9","15","9","11","0","0","0","0","95.5","100","0","2","50466","30244","17500","22866","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","35000","35000","35000"," 36 months"," 11.44%","1153.17","B","B4","Managing Director","2 years","MORTGAGE","380000","Verified","Mar-2017","Fully Paid","n","","","debt_consolidation","Debt consolidation","926xx","CA","16.96","0","Nov-2004","2","31","","16","0","97909","42.5%","25","w","0.00","0.00","36005.3321594567","36005.33","35000.00","1005.33","0.0","0.0","0.0","Jul-2017","33743.48","","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","934954","0","4","0","2","15","46026","39","0","2","56619","40","157200","0","0","5","5","58435","56846","42.6","0","0","148","98","14","14","1","14","","1","","0","7","8","9","9","11","11","13","8","16","0","0","0","0","96","22.2","0","0","1089944","143935","153200","118694","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","25000","25000","25000"," 60 months"," 10.49%","537.23","B","B2","President","10+ years","RENT","101250","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","913xx","CA","22.38","0","Nov-1998","0","","","13","0","33473","66.9%","31","w","23378.46","23378.46","2657.01","2657.01","1621.54","1035.47","0.0","0.0","0.0","Sep-2017","537.23","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","153527","0","6","1","1","11","120054","70","0","0","13487","69","50000","1","0","2","1","12794","15327","68.6","0","0","180","220","26","11","0","62","","2","","0","4","4","6","8","19","7","12","4","13","0","0","0","1","100","60","0","0","224297","153527","48800","174297","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","19500","19500","19500"," 36 months"," 13.99%","666.37","C","C3","Owner/Operator","10+ years","RENT","80000","Verified","Mar-2017","Fully Paid","n","","","debt_consolidation","Debt consolidation","841xx","UT","10.07","0","Dec-1994","0","","","9","0","12298","49.2%","24","f","0.00","0.00","20702.0974504047","20702.10","19500.00","1202.10","0.0","0.0","0.0","Sep-2017","18066.93","","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","20120","1","1","1","1","11","7822","74","1","2","4309","57","25000","1","3","0","3","3353","7623","49.2","0","0","137","267","3","3","0","3","","14","","0","4","5","6","14","4","8","20","5","9","0","0","0","2","100","0","0","0","35600","20120","15000","10600","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","12000","12000","12000"," 60 months"," 13.49%","276.06","C","C2","Route sales representative ","10+ years","MORTGAGE","80000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","925xx","CA","26.77","2","Aug-2002","0","5","","13","0","96068","86%","49","w","11278.15","11278.15","1362.31","1362.31","721.85","640.46","0.0","0.0","0.0","Sep-2017","276.06","Oct-2017","Sep-2017","0","15","1","INDIVIDUAL","","","","0","0","455407","0","4","0","2","15","82502","37","0","0","2715","56","102900","1","0","0","2","35031","211","97.2","0","0","159","175","26","15","2","111","15","16","5","2","3","8","3","11","25","8","22","8","13","0","0","1","0","89.8","100","0","0","560969","178570","7600","96318","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","12000","12000","12000"," 60 months"," 13.99%","279.16","C","C3","Leasing Agent","3 years","MORTGAGE","65000","Not Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","800xx","CO","18.97","0","Nov-2005","0","44","61","19","1","23999","46.2%","33","w","11287.27","11287.27","1377.15","1377.15","712.73","664.42","0.0","0.0","0.0","Sep-2017","279.16","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","32458","1","3","0","0","100","8459","54","3","8","5513","48","51900","0","2","2","8","1803","21791","45.7","0","0","107","136","4","4","0","4","","8","44","2","6","9","9","15","4","16","29","9","19","0","0","0","3","90.9","22.2","0","0","67685","32458","40100","15785","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","6000","6000","6000"," 36 months"," 13.49%","203.59","C","C2","Assistant Controller","3 years","MORTGAGE","97500","Not Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","917xx","CA","13.83","1","Jun-2007","1","3","","6","0","5321","96.7%","12","f","5303.93","5303.93","1008.96","1008.96","696.07","312.89","0.0","0.0","0.0","Sep-2017","203.59","Oct-2017","Sep-2017","0","34","1","INDIVIDUAL","","","","0","0","342465","0","2","0","0","27","14432","30","0","1","4948","41","5500","0","0","1","3","57078","179","96.7","0","0","68","117","16","16","3","16","3","0","3","2","2","2","2","4","2","2","6","2","6","0","0","0","0","83.3","50","0","0","383818","23670","5500","47776","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","30075","30075","30075"," 60 months"," 22.74%","843.35","E","E1","Office Manager","9 years","RENT","86750","Not Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","752xx","TX","34.99","0","Aug-2006","0","32","","21","0","35798","60.4%","23","w","28655.04","28655.04","4425.73","4425.73","1419.96","3005.77","0.0","0.0","0.0","Sep-2017","843.35","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","106400","0","16","0","0","34","70602","61","0","0","16819","61","59300","0","0","0","0","5067","23502","60.4","0","0","127","117","46","34","0","46","","","","0","4","4","5","5","18","5","5","4","21","0","0","0","0","100","20","0","0","174833","106400","59300","115533","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","6000","6000","6000"," 36 months"," 14.99%","207.97","C","C4","Billing Administrator","10+ years","OWN","30000","Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","747xx","OK","25","0","Apr-2005","0","26","","10","0","9204","63%","33","w","5318.07","5318.07","1029.86","1029.86","681.93","347.93","0.0","0.0","0.0","Sep-2017","207.97","Oct-2017","Sep-2017","0","26","1","INDIVIDUAL","","","","0","194","13622","1","2","1","1","9","4418","27","1","1","2913","44","14600","2","0","2","2","1514","2469","72.6","0","0","143","136","1","1","0","1","","7","29","1","5","6","5","15","8","8","25","6","10","0","0","0","2","87.9","60","0","0","30960","13622","9000","16360","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","12000","12000","12000"," 60 months"," 13.99%","279.16","C","C3","Manager","7 years","RENT","162000","Not Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","080xx","NJ","6.13","0","Feb-2008","0","","","11","0","13215","73%","13","w","11287.27","11287.27","1377.15","1377.15","712.73","664.42","0.0","0.0","0.0","Sep-2017","279.16","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","27070","0","1","0","1","23","13855","73","0","1","2176","73","18100","1","0","1","2","2461","1384","83.1","0","0","101","109","18","18","0","18","","1","","0","7","9","7","7","2","10","11","9","11","0","0","0","0","100","85.7","0","0","37023","27070","8200","18923","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","8000","8000","8000"," 36 months"," 11.44%","263.58","B","B4","","n/a","MORTGAGE","9744","Verified","Mar-2017","Current","n","","","home_improvement","Home improvement","891xx","NV","52.71","0","Oct-1982","1","38","48","13","1","2703","17.1%","20","w","6848.99","6848.99","1545.89","1545.89","1151.01","394.88","0.0","0.0","0.0","Sep-2017","263.58","Oct-2017","Sep-2017","1","52","1","JOINT","122744","4.26","Source Verified","0","4371","183827","0","0","0","0","100","0","","1","7","442","17","15800","2","0","2","7","14141","10753","4","0","0","413","144","11","11","1","11","","0","76","3","2","6","7","8","5","12","14","6","13","0","0","0","1","80","0","0","0","245492","2703","11200","0","2711","Nov-2004","1","1","5","9.2","0","9","0","2","52","N","","","","","","","","","","","","","",""
"","","15000","15000","15000"," 60 months"," 23.99%","431.44","E","E2","Director of Food Service","2 years","MORTGAGE","75000","Source Verified","Mar-2017","Current","n","","","other","Other","012xx","MA","18.9","0","Oct-2008","1","","","11","0","4448","25.4%","16","w","14315.34","14315.34","2117.22","2117.22","684.66","1432.56","0.0","0.0","0.0","Sep-2017","431.44","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","186346","2","5","1","2","2","63515","75","1","3","4448","66","17500","0","1","3","6","18635","12052","27","0","0","101","59","4","2","1","4","","2","","0","1","1","3","3","10","5","5","1","11","0","0","0","2","100","33.3","0","0","225311","67963","16500","85076","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","1300","1300","1300"," 36 months"," 13.99%","44.43","C","C3","Corporate Quality Engineer","6 years","MORTGAGE","150000","Source Verified","Mar-2017","Current","n","","","home_improvement","Home improvement","290xx","SC","23.85","0","Dec-1990","0","","","11","0","49525","82.7%","24","f","1150.18","1150.18","220.13","220.13","149.82","70.31","0.0","0.0","0.0","Sep-2017","44.43","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","345163","0","2","0","1","14","37169","67","1","1","18008","77","59900","3","0","3","4","31378","0","100.7","0","0","125","315","8","8","6","85","","9","","0","5","8","5","8","4","8","14","8","11","0","0","0","2","100","100","0","0","395062","86694","45900","73912","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","3600","3600","3600"," 36 months","  8.24%","113.21","B","B1","QA Investigations Manager","3 years","RENT","102000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","787xx","TX","12.08","0","Dec-2001","0","","","9","0","9523","54.1%","19","f","3151.43","3151.43","562.75","562.75","448.57","114.18","0.0","0.0","0.0","Sep-2017","113.21","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","38891","1","6","1","1","1","29368","62","1","1","4939","60","17600","1","0","2","2","4321","115","98.6","0","0","183","139","12","1","0","27","","1","","0","2","3","2","2","14","3","5","3","9","0","0","0","2","100","100","0","0","65095","38891","8100","47495","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","11000","11000","11000"," 36 months","  6.99%","339.6","A","A2","Chief Operations Officer","2 years","MORTGAGE","74000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","567xx","MN","19.29","0","Mar-1985","0","","","15","0","11133","30.5%","22","w","9606.23","9606.23","1689.46","1689.46","1393.77","295.69","0.0","0.0","0.0","Sep-2017","339.6","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","112146","0","3","0","1","18","56411","71","0","2","4892","49","36500","0","0","0","3","7476","15185","34.5","0","0","136","384","17","17","2","17","","","","0","3","5","5","6","5","11","15","5","15","0","0","0","0","100","40","0","0","165205","67544","23200","78239","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","20000","20000","20000"," 36 months"," 12.74%","671.38","C","C1","Counselor","5 years","RENT","63000","Not Verified","Mar-2017","Current","n","","","home_improvement","Home improvement","785xx","TX","19.37","0","May-2000","1","48","","16","0","10343","62.3%","31","f","17655.51","17655.51","3328.59","3328.59","2344.49","984.10","0.0","0.0","0.0","Sep-2017","671.38","Oct-2017","Sep-2017","0","48","1","INDIVIDUAL","","","","0","2166","46338","0","2","0","1","19","35995","61","1","8","3167","61","16600","0","0","3","9","2896","1363","86.5","0","0","161","202","9","9","4","9","","4","","2","5","9","6","7","9","14","18","9","16","0","0","0","1","93.5","83.3","0","0","75671","46338","10100","59071","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","7450","7450","7450"," 36 months"," 14.99%","258.23","C","C4","Mechanic","2 years","RENT","59000","Source Verified","Mar-2017","Current","n","","","debt_consolidation","Debt consolidation","144xx","NY","15.13","0","Oct-2006","2","64","","9","0","5700","57%","17","f","6603.27","6603.27","1278.74","1278.74","846.73","432.01","0.0","0.0","0.0","Sep-2017","258.23","Oct-2017","Sep-2017","0","73","1","INDIVIDUAL","","","","0","1132","33670","2","3","1","2","10","27970","87","2","3","1932","80","10000","1","0","8","5","3741","2863","65.1","0","0","85","125","4","4","0","4","","4","64","0","5","6","5","7","8","6","9","6","9","0","0","0","3","87.5","20","0","0","42135","33670","8200","32135","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","15000","15000","15000"," 60 months"," 13.99%","348.95","C","C3","Human Resources Generalist","7 years","RENT","54500","Not Verified","Mar-2017","Current","n","","","credit_card","Credit card refinancing","631xx","MO","10.83","0","Apr-2004","0","","","7","0","10926","80.3%","23","w","14109.09","14109.09","1721.43","1721.43","890.91","830.52","0.0","0.0","0.0","Sep-2017","348.95","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","11240","0","1","0","1","16","314","23","0","1","4705","75","13600","1","8","0","2","1606","1060","89.3","0","0","124","155","21","16","0","21","","16","","0","3","5","3","3","11","6","12","5","7","0","0","0","0","100","66.7","0","0","14941","11240","9900","1341","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","4000","4000","4000"," 36 months"," 12.74%","134.28","C","C1","Set-up Worker","7 years","MORTGAGE","65000","Source Verified","Mar-2017","Current","n","","","medical","Medical expenses","994xx","WA","14.97","0","May-2005","0","77","76","12","1","26680","71%","22","w","3531.08","3531.08","665.74","665.74","468.92","196.82","0.0","0.0","0.0","Sep-2017","134.28","Oct-2017","Sep-2017","0","77","1","INDIVIDUAL","","","","0","0","113089","1","0","0","0","40","0","","1","3","5698","71","37200","0","2","0","3","9424","3161","83.3","0","0","142","142","3","3","1","19","","19","","1","5","11","5","10","5","11","16","11","12","0","0","0","1","95.2","80","0","1","133200","26680","19200","0","","","","","","","","","","","","N","","","","","","","","","","","","","",""
"","","16375","16375","16375"," 60 months"," 15.99%","398.13","C","C5","General Manager","10+ years","MORTGAGE","39000","Verified","Mar-2017","Current","n","","","credit_card","Credit card refinancing","463xx","IN","5.57","0","Jul-1999","0","","","5","0","10998","62.8%","12","w","15451.12","15451.12","1961.56","1961.56","923.88","1037.68","0.0","0.0","0.0","Sep-2017","398.13","Oct-2017","Sep-2017","0","","1","INDIVIDUAL","","","","0","0","128861","1","0","0","0","57","0","","3","3","5825","63","17500","1","0","1","3","25772","1956","84.4","0","0","63","212","3","3","3","3","","9","","0","2","3","2","4","2","4","7","3","5","0","0","0","3","100","50","0","0","139786","10998","12500","0","","","","","","","","","","","","N","","","","","","","","","","","","","",""
